title,person,file,type,date,uniqueID
Minister Assisting the Prime Minister for the Public Service,Senator the Hon Michaelia Cash,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Ministry,24 January 2017 – 27 July 2017,Cash1970
Minister for Social Services,The Hon Christian Porter MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Ministry,24 January 2017 – 27 July 2017,Porter1970
Minister for Education and Training,Senator the Hon Simon Birmingham,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Ministry,24 January 2017 – 27 July 2017,Birmingham1974
"Minister for Industry, Innovation and Science",Senator the Hon Arthur Sinodinos,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Ministry,24 January 2017 – 27 July 2017,Sinodinos1957
Minister for Indigenous Affairs,Senator the Hon Nigel Scullion,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Ministry,24 January 2017 – 27 July 2017,Scullion1956
Minister for Resources and Northern Australia,Senator the Hon Matthew Canavan,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Ministry,24 January 2017 – 27 July 2017,Canavan1980
Minister for Urban Infrastructure,The Hon Paul Fletcher MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Fletcher1965
Minister for International Development and the Pacific,Senator the Hon Concetta Fierravanti-Wells,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,FierravantiWells1960
Minister for Justice,The Hon Michael Keenan MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Keenan1972
Minister Assisting the Prime Minister on Counter-Terrorism,The Hon Michael Keenan MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Keenan1972
Minister for Veterans’ Affairs,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Tehan1968
Minister for Defence Personnel,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Tehan1968
Minister Assisting the Prime Minister for the Centenary of ANZAC,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Tehan1968
Minister Assisting the Prime Minister for Cyber Security,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Tehan1968
Special Minister of State,Senator the Hon Scott Ryan,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Ryan1973
Minister Assisting the Prime Minister for Cabinet,Senator the Hon Scott Ryan,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Ryan1973
Minister for Human Services,The Hon Alan Tudge MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Tudge1971
Minister for Small Business,The Hon Michael McCormack MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,McCormack1964
Minister for Aged Care,The Hon Ken Wyatt MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Wyatt1952
Minister for Indigenous Health,The Hon Ken Wyatt MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Outer Ministry,24 January 2017 – 27 July 2017,Wyatt1952
Assistant Ministers are designated as Parliamentary Secretaries under the Ministers of State Act 1952.,Senator the Hon James McGrath,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,McGrath1974
Assistant Minister to the Prime Minister,Senator the Hon James McGrath,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,McGrath1974
Assistant Minister for Cities and Digital Transformation,The Hon Angus Taylor MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Taylor1966
"Assistant Minister for Trade, Tourism and Investment",The Hon Keith Pitt MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Pitt1969
Assistant Minister for Agriculture and Water Resources,Senator the Hon Anne Ruston,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Ruston1963
Assistant Minister for Immigration and Border Protection,The Hon Alex Hawke MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Hawke1977
Assistant Minister for Vocational Education and Skills,The Hon Karen Andrews MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Andrews1960
Assistant Minister for Social Services and Disability Services,The Hon Jane Prentice MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Prentice1953
"Assistant Minister for Industry, Innovation and Science",The Hon Craig Laundy MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Laundy1971
Assistant Minister to the Deputy Prime Minister,The Hon Luke Hartsuyker MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Hartsuyker1959
Assistant Minister to the Treasurer,The Hon Michael Sukkar MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Sukkar1981
Assistant Minister for Health,The Hon David Gillespie MP,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Gillespie1957
Assistant Minister for Social Services and Multicultural Affairs,Senator the Hon Zed Seselja,inputs/data/australia/ministry_lists/2017-01-24-2017-07-27.html,Parliamentary Secretaries,24 January 2017 – 27 July 2017,Seselja1977
Prime Minister,The Hon Malcolm Turnbull MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Turnbull1954
Deputy Prime Minister,The Hon Barnaby Joyce MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Joyce1967
Minister for Agriculture and Water Resources,The Hon Barnaby Joyce MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Joyce1967
Minister for Resources and Northern Australia,The Hon Barnaby Joyce MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Joyce1967
Minister for Foreign Affairs,The Hon Julie Bishop MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Bishop1956
"Minister for Trade, Tourism and Investment",The Hon Steven Ciobo MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Ciobo1974
Attorney-General,Senator the Hon George Brandis,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Brandis1957
Vice-President of the Executive Council,Senator the Hon George Brandis,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Brandis1957
Leader of the Government in the Senate,Senator the Hon George Brandis,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Brandis1957
Treasurer,The Hon Scott Morrison MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Morrison1968
Minister for Revenue and Financial Services,The Hon Kelly O'Dwyer MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,ODwyer1977
Minister for Regional Development,Senator the Hon Fiona Nash,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Nash1965
Minister for Regional Communications,Senator the Hon Fiona Nash,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Nash1965
Minister for Local Government and Territories,Senator the Hon Fiona Nash,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Nash1965
Minister for Finance,Senator the Hon Mathias Cormann,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Cormann1970
Deputy Leader of Government in the Senate,Senator the Hon Mathias Cormann,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Cormann1970
Minister for Infrastructure and Transport,The Hon Darren Chester MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Chester1967
Deputy Leader of the House,The Hon Darren Chester MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Chester1967
Minister for Defence Industry,The Hon Christopher Pyne MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Pyne1967
Leader of the House,The Hon Christopher Pyne MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Pyne1967
Minister for the Environment and Energy,The Hon Josh Frydenberg MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Frydenberg1971
Minister for Immigration and Border Protection,The Hon Peter Dutton MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Dutton1970
Minister for Health,The Hon Greg Hunt MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Hunt1965
Minister for Sport,The Hon Greg Hunt MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Hunt1965
Minister for Defence,Senator the Hon Marise Payne,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Payne1964
Minister for Communications,Senator the Hon Mitch Fifield,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Fifield1967
Minister for the Arts,Senator the Hon Mitch Fifield,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Fifield1967
Manager of Government Business in the Senate,Senator the Hon Mitch Fifield,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Fifield1967
Minister for Employment,Senator the Hon Michaelia Cash,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Cash1970
Minister for Women,Senator the Hon Michaelia Cash,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Cash1970
Minister Assisting the Prime Minister for the Public Service,Senator the Hon Michaelia Cash,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Cash1970
Minister for Social Services,The Hon Christian Porter MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Porter1970
Minister for Education and Training,Senator the Hon Simon Birmingham,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Birmingham1974
"Minister for Industry, Innovation and Science",Senator the Hon Arthur Sinodinos,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Sinodinos1957
Minister for Indigenous Affairs,Senator the Hon Nigel Scullion,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Ministry,27 July 2017 – 27 October 2017,Scullion1956
Minister for Urban Infrastructure,The Hon Paul Fletcher MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Fletcher1965
Minister for International Development and the Pacific,Senator the Hon Concetta Fierravanti-Wells,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,FierravantiWells1960
Minister for Justice,The Hon Michael Keenan MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Keenan1972
Minister Assisting the Prime Minister on Counter-Terrorism,The Hon Michael Keenan MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Keenan1972
Minister for Veterans’ Affairs,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Tehan1968
Minister for Defence Personnel,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Tehan1968
Minister Assisting the Prime Minister for the Centenary of ANZAC,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Tehan1968
Minister Assisting the Prime Minister for Cyber Security,The Hon Daniel Tehan MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Tehan1968
Special Minister of State,Senator the Hon Scott Ryan,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Ryan1973
Minister Assisting the Prime Minister for Cabinet,Senator the Hon Scott Ryan,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Ryan1973
Minister for Human Services,The Hon Alan Tudge MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Tudge1971
Minister for Small Business,The Hon Michael McCormack MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,McCormack1964
Minister for Aged Care,The Hon Ken Wyatt MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Wyatt1952
Minister for Indigenous Health,The Hon Ken Wyatt MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Outer Ministry,27 July 2017 – 27 October 2017,Wyatt1952
Assistant Ministers are designated as Parliamentary Secretaries under the Ministers of State Act 1952.,Senator the Hon James McGrath,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Parliamentary Secretaries,27 July 2017 – 27 October 2017,McGrath1974
Assistant Minister to the Prime Minister,Senator the Hon James McGrath,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Parliamentary Secretaries,27 July 2017 – 27 October 2017,McGrath1974
Assistant Minister for Cities and Digital Transformation,The Hon Angus Taylor MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Parliamentary Secretaries,27 July 2017 – 27 October 2017,Taylor1966
"Assistant Minister for Trade, Tourism and Investment",The Hon Keith Pitt MP,inputs/data/australia/ministry_lists/2017-07-27-2017-10-27.html,Parliamentary Secretaries,27 July 2017 – 27 October 2017,Pitt1969
